EI,WI,EC,WC,EA,WA,AM,LC,MC,ND,PfW,SE,E,A,C,N,O,Test-1,Test-2,Test-3,BXI,CXI,TXI,Composite,Final Label
4.0,1.0,5.0,9.0,1.0,0.0,1.0,-0.5,1.75,1.0,0.33,1.75,18.0,19.0,19.0,20.0,20.0,42,36,46,120,130,100.0,28.80485527544351,0
2.0,2.0,3.0,5.0,1.0,0.0,0.67,-0.5,0.25,-1.0,0.0,0.5,20.0,18.0,18.0,23.0,18.0,46,36,46,128,138,108.0,41.192032368502964,1
4.0,0.0,4.0,9.0,0.0,0.0,0.33,0.0,0.75,2.0,1.0,0.75,21.0,20.0,21.0,19.0,23.0,42,36,46,120,130,100.0,28.80485527544351,0
3.0,0.0,4.0,9.0,2.0,0.0,0.33,-0.25,1.0,2.0,1.0,0.5,23.0,20.0,20.0,16.0,22.0,42,36,46,120,130,100.0,28.80485527544351,0
9.0,9.0,9.0,9.0,7.0,5.0,1.33,-0.25,4.25,4.5,4.67,4.75,20.0,24.0,23.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.67,0.25,5.0,5.0,5.0,4.75,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,6.0,5.0,2.0,0.25,4.5,4.5,4.67,4.75,20.0,24.0,24.0,8.0,28.0,44,52,46,140,134,106.0,43.596327419856834,1
7.0,2.0,5.0,6.0,3.0,3.0,-1.33,0.75,1.75,1.5,1.33,1.75,22.0,24.0,21.0,20.0,24.0,50,36,46,136,146,116.0,53.57920946156241,1
4.0,4.0,3.0,7.0,3.0,2.0,1.33,-0.75,-0.75,2.0,1.33,-0.75,17.0,19.0,17.0,20.0,16.0,46,36,46,128,138,108.0,41.192032368502964,1
2.0,3.0,7.0,4.0,4.0,1.0,0.0,-1.0,-0.75,2.0,0.0,-0.25,20.0,22.0,25.0,25.0,13.0,52,36,46,140,150,120.0,59.772798008092124,1
9.0,9.0,9.0,9.0,7.0,5.0,1.67,-0.25,5.0,5.0,5.0,5.0,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.33,-0.25,4.25,4.0,4.0,4.25,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.33,-0.5,4.5,4.0,5.0,5.0,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,1.0,-0.25,4.5,5.0,4.33,4.5,20.0,24.0,24.0,8.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,9.0,9.0,9.0,7.0,5.0,2.0,0.25,5.0,5.0,4.67,4.25,20.0,24.0,23.0,8.0,27.0,42,52,46,136,130,102.0,37.40273887332711,0
5.0,2.0,7.0,7.0,2.0,0.0,0.0,-2.5,-0.75,0.0,0.33,3.0,19.0,18.0,21.0,23.0,18.0,48,38,46,134,142,112.0,48.311546840958606,1
4.0,1.0,4.0,6.0,3.0,3.0,0.33,0.5,0.5,-1.5,-0.33,1.5,25.0,20.0,21.0,19.0,15.0,46,36,46,128,138,108.0,41.192032368502964,1
4.0,3.0,7.0,6.0,3.0,0.0,1.0,-0.5,-0.25,0.0,1.33,2.0,26.0,20.0,22.0,22.0,17.0,48,36,44,132,140,112.0,46.40522875816993,1
2.0,3.0,5.0,7.0,5.0,2.0,-0.33,1.75,0.75,2.0,2.0,0.0,22.0,21.0,19.0,21.0,20.0,52,36,46,140,150,120.0,59.772798008092124,1
6.0,5.0,8.0,9.0,2.0,3.0,1.0,-1.0,1.75,2.5,1.33,1.5,20.0,15.0,21.0,19.0,23.0,42,36,46,120,130,100.0,28.80485527544351,0
5.0,2.0,5.0,7.0,4.0,1.0,1.33,0.0,2.25,1.5,2.0,2.0,27.0,20.0,21.0,21.0,20.0,52,36,44,140,148,120.0,58.79240585122938,1
4.0,1.0,3.0,4.0,3.0,2.0,0.67,-0.25,1.5,-1.0,0.67,1.5,19.0,24.0,24.0,18.0,13.0,44,36,46,124,134,104.0,34.99844382197324,0
5.0,8.0,8.0,8.0,6.0,4.0,-1.33,-0.25,2.75,2.5,4.33,3.5,16.0,20.0,24.0,13.0,26.0,46,44,46,136,138,110.0,46.08621226268286,1
8.0,7.0,9.0,9.0,6.0,4.0,0.67,0.75,3.0,2.5,3.67,3.75,21.0,23.0,22.0,12.0,25.0,48,42,46,138,142,113.0,50.758636788048555,1
5.0,5.0,6.0,7.0,2.0,4.0,-0.33,-0.25,1.0,1.0,1.0,2.0,19.0,17.0,24.0,14.0,17.0,52,36,46,140,150,120.0,59.772798008092124,1
3.0,4.0,3.0,7.0,3.0,4.0,-0.33,-0.25,1.75,4.0,2.67,2.25,25.0,16.0,15.0,22.0,12.0,50,42,46,142,146,117.0,56.95222533457829,1
8.0,7.0,8.0,7.0,7.0,4.0,1.0,-0.25,4.0,4.5,4.0,3.75,22.0,22.0,26.0,19.0,27.0,50,50,48,150,148,118.0,62.231559290382826,1
9.0,8.0,9.0,9.0,6.0,5.0,1.33,0.0,4.25,3.0,3.67,3.5,20.0,21.0,22.0,7.0,26.0,44,46,46,134,134,105.0,40.22331154684096,1
4.0,3.0,7.0,8.0,2.0,2.0,1.67,-0.75,2.75,3.0,2.33,2.25,17.0,21.0,25.0,18.0,21.0,44,40,46,128,134,104.0,36.85029567382509,0
4.0,7.0,7.0,7.0,4.0,2.0,2.0,-0.25,0.5,0.0,2.67,0.75,19.0,17.0,15.0,18.0,24.0,54,38,46,146,154,125.0,67.48755057578587,1
4.0,2.0,6.0,7.0,1.0,2.0,1.0,-0.25,1.0,0.5,3.0,2.25,22.0,19.0,23.0,24.0,23.0,48,38,46,134,142,113.0,48.90678493619671,1
7.0,5.0,9.0,9.0,5.0,3.0,1.33,1.0,3.25,3.0,3.33,2.75,17.0,21.0,21.0,14.0,24.0,46,44,46,136,138,109.0,45.49097416744476,1
5.0,1.0,5.0,9.0,1.0,0.0,-0.33,-0.25,1.75,2.0,0.67,1.5,17.0,19.0,18.0,24.0,23.0,42,36,46,120,130,100.0,28.80485527544351,0
4.0,3.0,6.0,8.0,5.0,1.0,-0.67,0.25,1.75,1.5,2.33,2.0,18.0,16.0,16.0,16.0,18.0,48,36,46,132,142,112.0,47.38562091503268,1
4.0,3.0,4.0,4.0,4.0,4.0,-0.67,1.25,1.5,0.0,0.0,-1.0,9.0,22.0,16.0,17.0,18.0,56,36,46,148,158,128.0,72.15997510115157,1
5.0,4.0,5.0,8.0,4.0,0.0,1.33,0.0,0.75,-1.0,2.0,2.75,22.0,19.0,26.0,15.0,25.0,48,38,48,134,144,112.0,49.291938997821354,1
6.0,5.0,4.0,7.0,4.0,2.0,-2.33,-1.25,3.25,4.0,1.0,2.0,16.0,17.0,22.0,21.0,21.0,54,42,46,150,154,124.0,68.74416433239963,1
6.0,2.0,8.0,8.0,5.0,1.0,0.33,0.0,1.0,1.0,2.0,1.25,14.0,24.0,26.0,22.0,22.0,46,36,48,128,140,108.0,42.172424525365706,1
4.0,3.0,2.0,6.0,1.0,1.0,-1.0,0.75,2.25,-0.5,1.67,0.75,16.0,14.0,14.0,25.0,24.0,46,36,46,128,138,108.0,41.192032368502964,1
2.0,1.0,2.0,4.0,5.0,5.0,-0.67,0.25,-1.75,2.0,1.33,1.25,24.0,15.0,20.0,21.0,23.0,52,36,46,140,150,120.0,59.772798008092124,1
2.0,0.0,1.0,6.0,0.0,2.0,0.33,-2.25,0.25,-1.0,-0.67,0.0,20.0,19.0,14.0,27.0,18.0,42,36,44,120,128,100.0,27.824463118580766,0
5.0,1.0,5.0,8.0,4.0,2.0,2.33,0.25,1.5,1.5,3.0,1.5,22.0,19.0,24.0,15.0,21.0,46,38,46,130,138,109.0,42.71319638966698,1
3.0,3.0,7.0,7.0,2.0,1.0,-0.67,0.25,1.75,1.5,2.67,1.5,21.0,24.0,20.0,16.0,25.0,48,38,46,134,142,113.0,48.90678493619671,1
6.0,3.0,6.0,7.0,2.0,4.0,2.0,-0.25,0.25,-0.5,0.0,3.25,18.0,18.0,22.0,17.0,24.0,54,38,46,146,154,124.0,66.89231248054777,1
7.0,6.0,6.0,9.0,4.0,1.0,1.33,0.5,2.75,2.0,2.33,3.0,19.0,21.0,24.0,13.0,24.0,52,40,46,144,150,120.0,61.624649859943986,1
5.0,4.0,5.0,4.0,4.0,0.0,3.33,-0.5,0.5,1.0,1.0,2.75,22.0,19.0,24.0,21.0,24.0,52,40,46,144,150,121.0,62.21988795518208,1
2.0,0.0,2.0,5.0,2.0,2.0,1.33,0.25,0.5,-1.5,-1.67,-0.75,26.0,19.0,14.0,26.0,18.0,44,36,42,124,130,104.0,33.03765950824775,0
3.0,1.0,4.0,5.0,1.0,1.0,-0.67,0.75,0.75,1.5,0.0,-0.5,16.0,18.0,17.0,23.0,18.0,46,36,46,128,138,108.0,41.192032368502964,1
2.0,0.0,3.0,7.0,1.0,2.0,0.33,0.25,0.0,0.5,-0.67,1.75,23.0,15.0,22.0,23.0,23.0,44,36,46,124,134,104.0,34.99844382197324,0
5.0,1.0,3.0,8.0,1.0,0.0,-0.33,1.0,0.5,3.0,0.0,0.25,23.0,22.0,16.0,28.0,18.0,40,38,44,118,124,96.0,22.556800497976973,0
8.0,8.0,9.0,9.0,7.0,5.0,1.33,0.0,3.5,3.0,3.67,4.0,20.0,23.0,23.0,9.0,26.0,42,46,46,130,130,101.0,34.029723000311236,0
9.0,8.0,9.0,9.0,7.0,5.0,2.0,0.0,4.25,4.0,4.33,3.75,20.0,24.0,23.0,8.0,27.0,42,50,46,134,130,102.0,36.47681294740118,0
9.0,9.0,9.0,9.0,7.0,5.0,2.0,0.0,4.0,5.0,4.67,4.25,20.0,25.0,24.0,9.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
8.0,8.0,9.0,9.0,7.0,4.0,1.33,0.25,3.75,4.0,3.33,3.5,21.0,22.0,26.0,12.0,29.0,42,46,48,130,132,101.0,35.010115157173985,0
8.0,9.0,9.0,9.0,7.0,5.0,1.33,0.25,4.25,4.0,4.33,3.75,21.0,25.0,24.0,13.0,25.0,42,50,46,134,130,102.0,36.47681294740118,0
6.0,3.0,6.0,9.0,3.0,5.0,0.67,-0.5,3.0,2.5,3.67,0.5,17.0,20.0,25.0,15.0,16.0,50,40,46,140,146,117.0,56.02629940865236,1
4.0,2.0,5.0,7.0,1.0,3.0,3.0,0.5,1.75,-1.0,0.67,1.5,21.0,22.0,19.0,17.0,20.0,48,38,46,134,142,113.0,48.90678493619671,1
6.0,2.0,6.0,9.0,3.0,3.0,-0.33,-0.5,1.0,1.5,2.0,2.5,22.0,19.0,23.0,22.0,24.0,46,36,46,128,138,108.0,41.192032368502964,1
4.0,2.0,3.0,7.0,4.0,2.0,2.0,0.75,0.5,1.5,0.33,2.5,20.0,18.0,17.0,19.0,20.0,50,36,46,136,146,116.0,53.57920946156241,1
9.0,9.0,7.0,9.0,7.0,4.0,2.67,0.75,4.0,5.0,4.33,5.0,17.0,23.0,22.0,18.0,25.0,46,54,46,146,138,111.0,51.311079987550585,1
5.0,6.0,8.0,9.0,5.0,2.0,-0.33,-1.25,2.75,3.0,1.67,3.25,23.0,25.0,23.0,18.0,25.0,46,42,46,134,138,108.0,43.969810146280736,1
6.0,1.0,4.0,8.0,0.0,3.0,-0.33,1.0,-0.5,4.0,2.0,0.75,28.0,21.0,15.0,18.0,22.0,44,40,44,128,132,104.0,35.86990351696234,0
8.0,8.0,7.0,8.0,5.0,5.0,1.67,-0.25,5.0,5.0,2.67,3.0,14.0,22.0,26.0,19.0,30.0,48,48,48,144,144,113.0,54.516806722689076,1
7.0,8.0,9.0,9.0,7.0,5.0,1.0,0.0,4.75,4.5,4.67,4.5,21.0,23.0,23.0,7.0,28.0,46,52,46,144,138,110.0,49.78991596638656,1
7.0,8.0,9.0,9.0,6.0,5.0,1.33,0.0,4.25,4.5,4.0,4.0,18.0,22.0,22.0,10.0,25.0,48,52,46,148,142,114.0,55.98350451291628,1
7.0,8.0,8.0,9.0,7.0,5.0,0.67,0.25,3.25,2.0,3.0,3.5,21.0,23.0,23.0,8.0,27.0,46,42,46,134,138,109.0,44.56504824151883,1
9.0,9.0,9.0,9.0,7.0,5.0,1.33,0.0,4.0,4.0,4.0,4.5,21.0,22.0,22.0,10.0,27.0,42,52,46,136,130,102.0,37.40273887332711,0
9.0,8.0,5.0,9.0,5.0,4.0,4.0,0.0,3.5,4.0,3.0,4.75,16.0,29.0,22.0,11.0,28.0,48,52,46,148,142,115.0,56.57874260815438,1
8.0,9.0,8.0,9.0,6.0,4.0,0.67,0.25,3.5,3.0,2.67,3.75,19.0,25.0,24.0,11.0,27.0,44,44,46,132,134,105.0,39.29738562091504,0
8.0,8.0,9.0,9.0,7.0,5.0,1.33,0.5,4.5,3.5,4.0,4.25,21.0,21.0,24.0,12.0,28.0,42,50,46,134,130,102.0,36.47681294740118,0
8.0,6.0,6.0,9.0,4.0,4.0,1.0,0.0,4.5,2.0,3.67,2.75,17.0,19.0,25.0,11.0,23.0,52,44,46,148,150,121.0,64.07173980703392,1
5.0,2.0,8.0,7.0,3.0,2.0,1.0,0.0,1.5,-0.5,2.0,1.5,22.0,22.0,28.0,12.0,23.0,44,36,48,124,136,104.0,35.97883597883598,0
8.0,7.0,8.0,9.0,7.0,4.0,0.67,-1.5,3.0,2.5,2.67,4.0,20.0,26.0,26.0,9.0,25.0,46,44,48,136,140,109.0,46.4713663243075,1
6.0,6.0,6.0,9.0,5.0,3.0,0.0,0.75,0.5,1.5,4.0,2.75,15.0,18.0,23.0,19.0,18.0,52,42,46,146,150,122.0,63.7410519763461,1
5.0,5.0,8.0,9.0,5.0,4.0,-1.33,0.75,2.75,4.5,4.33,3.0,19.0,19.0,27.0,17.0,24.0,48,48,48,144,144,114.0,55.11204481792717,1
8.0,9.0,9.0,9.0,7.0,5.0,0.67,0.0,3.5,4.0,3.67,3.5,21.0,21.0,23.0,12.0,25.0,42,46,46,130,130,101.0,34.029723000311236,0
9.0,9.0,9.0,9.0,7.0,5.0,1.33,-0.75,4.25,3.0,4.67,4.75,21.0,21.0,22.0,11.0,27.0,42,50,46,134,130,102.0,36.47681294740118,0
8.0,7.0,9.0,9.0,7.0,4.0,0.67,0.25,3.5,4.0,3.67,4.5,24.0,23.0,21.0,13.0,23.0,46,48,46,140,138,109.0,47.342826019296616,1
9.0,6.0,7.0,9.0,4.0,3.0,0.0,1.5,4.0,4.0,4.67,4.5,19.0,20.0,23.0,9.0,26.0,48,52,46,148,142,114.0,55.98350451291628,1
9.0,9.0,9.0,9.0,6.0,5.0,1.33,0.0,4.5,4.0,3.67,4.25,19.0,24.0,27.0,8.0,27.0,44,50,48,138,136,105.0,43.055555555555564,1
9.0,8.0,9.0,9.0,7.0,4.0,0.67,-0.5,3.75,4.5,3.67,3.5,20.0,21.0,27.0,13.0,29.0,42,46,48,130,132,101.0,35.010115157173985,0
7.0,7.0,9.0,9.0,7.0,4.0,0.33,0.75,4.0,4.0,5.0,4.25,19.0,24.0,23.0,13.0,23.0,50,52,46,152,146,118.0,62.17709305944601,1
9.0,8.0,9.0,9.0,7.0,5.0,1.67,0.0,4.25,0.5,4.67,4.0,20.0,23.0,28.0,9.0,27.0,42,48,48,132,132,102.0,36.531279178338,0
7.0,7.0,9.0,9.0,6.0,4.0,1.0,0.5,2.75,3.5,3.67,2.75,21.0,22.0,22.0,13.0,24.0,52,44,46,148,150,121.0,64.07173980703392,1
8.0,9.0,9.0,9.0,5.0,5.0,1.67,0.25,3.5,4.5,4.0,4.0,20.0,23.0,23.0,12.0,25.0,44,50,46,138,134,106.0,42.6704014939309,1
7.0,8.0,9.0,9.0,7.0,4.0,1.0,-1.0,3.5,5.0,4.33,3.5,19.0,23.0,24.0,11.0,26.0,46,48,46,140,138,110.0,47.938064114534704,1
7.0,7.0,9.0,9.0,6.0,4.0,1.33,-0.25,3.5,3.0,3.33,2.75,24.0,25.0,22.0,11.0,26.0,52,44,46,148,150,121.0,64.07173980703392,1
8.0,8.0,9.0,9.0,7.0,4.0,1.0,0.5,4.0,4.0,4.33,4.5,22.0,21.0,25.0,11.0,26.0,42,52,46,136,130,102.0,37.40273887332711,0
8.0,8.0,9.0,9.0,7.0,5.0,1.33,0.25,3.5,4.0,3.67,3.75,19.0,25.0,24.0,11.0,29.0,42,46,46,130,130,101.0,34.029723000311236,0
8.0,8.0,9.0,9.0,7.0,3.0,1.67,-0.25,4.0,4.0,4.67,3.0,18.0,21.0,21.0,8.0,24.0,38,50,46,126,122,94.0,24.08963585434174,0
8.0,7.0,9.0,9.0,7.0,4.0,1.67,0.25,3.0,3.5,4.33,3.5,20.0,23.0,22.0,10.0,27.0,46,46,46,138,138,110.0,47.01213818860877,1
8.0,9.0,9.0,9.0,7.0,4.0,1.33,0.0,3.75,3.0,3.67,4.0,19.0,22.0,23.0,9.0,25.0,42,46,46,130,130,101.0,34.029723000311236,0
8.0,7.0,9.0,9.0,6.0,4.0,1.33,0.0,4.0,4.0,3.33,4.0,16.0,24.0,27.0,10.0,28.0,48,50,48,146,144,113.0,55.442732648615,1
9.0,7.0,9.0,9.0,6.0,4.0,1.0,0.0,3.5,3.5,4.0,3.75,22.0,22.0,24.0,12.0,26.0,48,46,46,142,142,114.0,53.205726735138505,1
8.0,8.0,9.0,9.0,7.0,4.0,0.67,-0.5,4.0,4.0,4.0,4.25,21.0,23.0,24.0,13.0,28.0,42,52,46,136,130,102.0,37.40273887332711,0
6.0,5.0,9.0,9.0,6.0,5.0,2.33,-0.5,3.5,3.0,3.33,3.75,24.0,25.0,24.0,15.0,26.0,50,44,46,144,146,117.0,57.878151260504204,1
8.0,8.0,9.0,9.0,7.0,5.0,1.0,0.0,4.0,3.5,3.67,4.25,21.0,25.0,24.0,9.0,29.0,42,48,46,132,130,101.0,34.95564892623717,0
7.0,9.0,9.0,9.0,6.0,4.0,1.33,0.25,3.5,3.0,4.67,3.5,18.0,23.0,25.0,10.0,27.0,48,46,46,142,142,114.0,53.205726735138505,1
5.0,2.0,5.0,8.0,4.0,2.0,1.0,-1.25,1.0,1.5,0.0,1.0,16.0,16.0,23.0,22.0,18.0,48,36,46,132,142,112.0,47.38562091503268,1
5.0,1.0,8.0,9.0,5.0,3.0,1.33,0.0,1.5,2.0,3.0,1.75,15.0,18.0,24.0,13.0,20.0,42,38,46,122,130,101.0,30.32601929660753,0
3.0,0.0,2.0,6.0,0.0,0.0,0.33,0.5,0.25,0.0,-0.33,0.25,20.0,17.0,20.0,23.0,13.0,44,36,46,124,134,104.0,34.99844382197324,0
4.0,0.0,5.0,8.0,0.0,0.0,0.33,-0.25,0.5,0.5,1.0,1.0,21.0,20.0,18.0,20.0,20.0,42,36,46,120,130,100.0,28.80485527544351,0
3.0,0.0,4.0,6.0,1.0,0.0,0.33,0.0,0.75,1.0,1.0,0.5,21.0,17.0,19.0,22.0,19.0,46,36,46,128,138,108.0,41.192032368502964,1
4.0,1.0,6.0,6.0,2.0,0.0,0.33,-0.25,2.5,0.5,0.0,0.75,18.0,24.0,20.0,24.0,20.0,46,36,46,128,138,108.0,41.192032368502964,1
3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.25,0.75,0.0,0.67,0.5,20.0,19.0,20.0,22.0,19.0,44,36,46,124,134,104.0,34.99844382197324,0
5.0,0.0,5.0,9.0,0.0,0.0,0.33,0.0,1.25,0.5,1.0,1.25,20.0,20.0,20.0,20.0,21.0,42,36,46,120,130,100.0,28.80485527544351,0
5.0,5.0,6.0,7.0,2.0,3.0,0.67,0.5,-0.25,0.5,1.67,2.25,23.0,17.0,22.0,19.0,20.0,48,36,46,132,142,112.0,47.38562091503268,1
8.0,7.0,9.0,9.0,7.0,4.0,1.33,0.0,4.25,4.5,4.0,4.0,21.0,23.0,25.0,7.0,30.0,46,52,46,144,138,110.0,49.78991596638656,1
7.0,8.0,9.0,9.0,7.0,5.0,1.0,0.25,3.75,4.0,3.67,3.5,20.0,24.0,25.0,9.0,25.0,46,46,46,138,138,109.0,46.416900093370685,1
7.0,7.0,8.0,9.0,4.0,2.0,1.33,0.5,3.0,3.0,2.67,4.0,20.0,20.0,24.0,12.0,23.0,48,46,46,142,142,113.0,52.61048863990042,1
7.0,5.0,8.0,9.0,3.0,1.0,1.0,0.0,2.25,2.0,4.0,3.75,19.0,23.0,25.0,17.0,19.0,42,42,46,126,130,102.0,32.77310924369748,0
6.0,5.0,9.0,9.0,5.0,5.0,0.67,-0.25,2.5,1.5,3.0,2.75,20.0,21.0,23.0,17.0,25.0,50,40,46,140,146,117.0,56.02629940865236,1
7.0,8.0,9.0,9.0,7.0,4.0,1.67,0.25,3.25,3.5,3.0,2.75,21.0,25.0,23.0,12.0,29.0,46,44,46,136,138,109.0,45.49097416744476,1
9.0,8.0,9.0,9.0,7.0,4.0,1.33,-0.25,4.0,4.0,4.33,4.0,20.0,24.0,24.0,11.0,29.0,42,52,46,136,130,102.0,37.40273887332711,0
4.0,4.0,7.0,9.0,2.0,3.0,-1.0,2.0,1.5,2.0,1.0,2.5,21.0,19.0,16.0,14.0,22.0,44,36,46,124,134,104.0,34.99844382197324,0
8.0,9.0,9.0,9.0,6.0,4.0,0.33,0.0,4.0,4.0,4.0,4.25,19.0,24.0,24.0,7.0,26.0,44,52,46,140,134,106.0,43.596327419856834,1
9.0,8.0,9.0,9.0,7.0,5.0,1.67,0.0,4.0,4.5,4.0,4.25,20.0,21.0,23.0,10.0,29.0,42,52,46,136,130,102.0,37.40273887332711,0
7.0,8.0,9.0,9.0,7.0,5.0,1.33,-0.25,4.0,4.0,4.0,4.0,20.0,26.0,23.0,9.0,28.0,46,52,46,144,138,110.0,49.78991596638656,1
8.0,7.0,9.0,9.0,6.0,4.0,0.67,0.5,3.25,3.5,3.0,3.5,21.0,25.0,24.0,13.0,24.0,48,44,46,140,142,113.0,51.68456271397448,1
7.0,7.0,9.0,9.0,7.0,4.0,1.67,-0.25,4.25,3.0,3.0,3.0,23.0,22.0,22.0,13.0,26.0,50,46,46,146,146,117.0,58.80407718643013,1
7.0,6.0,9.0,9.0,5.0,4.0,0.33,-0.25,3.0,3.0,3.33,3.5,20.0,23.0,26.0,14.0,23.0,52,44,48,148,152,121.0,65.05213196389668,1
8.0,8.0,9.0,9.0,6.0,5.0,1.33,-0.25,3.25,3.5,4.0,3.25,22.0,21.0,23.0,13.0,27.0,44,46,46,134,134,106.0,40.818549642079056,1
7.0,3.0,5.0,8.0,1.0,1.0,0.67,0.5,1.5,3.0,2.33,2.25,19.0,24.0,22.0,18.0,22.0,46,38,46,130,138,108.0,42.11795829442888,1
6.0,2.0,9.0,9.0,1.0,3.0,0.33,0.5,1.75,2.0,2.0,2.0,18.0,21.0,23.0,20.0,23.0,42,36,46,120,130,100.0,28.80485527544351,0
3.0,0.0,2.0,4.0,1.0,0.0,-0.33,0.0,-1.0,-0.5,0.33,-1.0,19.0,18.0,19.0,24.0,18.0,44,36,46,124,134,104.0,34.99844382197324,0
9.0,8.0,9.0,9.0,6.0,4.0,1.0,0.0,4.25,4.0,4.67,4.75,22.0,24.0,20.0,10.0,27.0,44,52,46,140,134,106.0,43.596327419856834,1
9.0,8.0,9.0,9.0,7.0,4.0,0.67,-1.5,3.75,3.5,4.33,3.75,23.0,21.0,25.0,10.0,27.0,42,46,46,130,130,102.0,34.62496109554934,0
9.0,9.0,8.0,9.0,7.0,5.0,1.67,1.25,4.25,5.0,3.33,4.25,20.0,25.0,26.0,9.0,27.0,42,50,48,134,132,101.0,36.86196700902584,0
6.0,5.0,9.0,9.0,6.0,4.0,0.67,0.75,4.0,4.0,2.33,3.0,21.0,23.0,23.0,12.0,26.0,50,46,46,146,146,116.0,58.20883909119204,1
9.0,9.0,9.0,9.0,6.0,4.0,1.0,0.25,3.75,3.5,4.33,3.5,20.0,21.0,24.0,12.0,30.0,44,46,46,134,134,106.0,40.818549642079056,1
7.0,4.0,7.0,7.0,6.0,2.0,1.0,0.0,4.0,0.5,1.33,2.5,21.0,24.0,20.0,16.0,18.0,54,40,46,148,154,124.0,67.8182384064737,1
6.0,5.0,9.0,9.0,2.0,2.0,-0.67,0.25,2.0,-0.5,0.33,2.5,19.0,20.0,21.0,17.0,21.0,42,36,46,120,130,100.0,28.80485527544351,0
7.0,8.0,9.0,9.0,6.0,5.0,1.33,0.25,4.0,4.0,3.67,4.0,17.0,22.0,24.0,12.0,25.0,48,50,46,146,142,113.0,54.46234049175226,1
8.0,8.0,9.0,9.0,7.0,4.0,1.67,-0.25,4.0,3.5,3.33,4.25,21.0,23.0,24.0,12.0,25.0,42,48,46,132,130,101.0,34.95564892623717,0
7.0,6.0,9.0,9.0,5.0,5.0,2.0,0.0,3.5,3.0,3.0,4.0,20.0,24.0,20.0,11.0,30.0,52,46,46,150,150,121.0,64.99766573295986,1
7.0,7.0,8.0,9.0,6.0,4.0,0.67,0.5,3.5,1.5,3.67,3.5,21.0,20.0,23.0,11.0,26.0,52,42,46,146,150,121.0,63.145813881108,1
5.0,3.0,4.0,6.0,7.0,2.0,0.33,0.25,0.75,0.0,2.0,1.75,22.0,22.0,17.0,17.0,23.0,50,36,46,136,146,116.0,53.57920946156241,1
4.0,2.0,5.0,6.0,1.0,1.0,0.33,0.75,1.0,-0.5,2.0,1.25,19.0,16.0,21.0,22.0,20.0,48,36,46,132,142,112.0,47.38562091503268,1
5.0,2.0,7.0,7.0,3.0,1.0,1.0,-0.75,0.75,0.0,1.67,0.75,21.0,19.0,17.0,20.0,22.0,48,36,46,132,142,112.0,47.38562091503268,1
5.0,4.0,8.0,9.0,4.0,1.0,1.0,0.0,2.25,4.0,1.67,2.25,19.0,21.0,21.0,17.0,24.0,44,40,46,128,134,104.0,36.85029567382509,0
2.0,0.0,3.0,4.0,2.0,0.0,-0.33,0.25,0.0,-0.5,0.33,-0.25,20.0,19.0,18.0,24.0,17.0,44,36,46,124,134,104.0,34.99844382197324,0
5.0,2.0,3.0,8.0,5.0,0.0,1.67,-0.5,1.5,1.5,1.67,0.75,16.0,20.0,24.0,21.0,21.0,46,36,46,128,138,108.0,41.192032368502964,1
5.0,1.0,7.0,9.0,3.0,1.0,0.0,0.75,2.25,3.5,0.33,2.25,20.0,25.0,19.0,16.0,24.0,42,38,46,122,130,100.0,29.730781201369435,0
9.0,7.0,9.0,9.0,6.0,4.0,1.0,0.25,3.75,4.0,4.67,4.25,21.0,23.0,26.0,9.0,24.0,48,50,48,146,144,114.0,56.037970743853094,1
2.0,0.0,3.0,4.0,1.0,0.0,0.33,-0.25,0.75,-0.5,1.0,0.5,19.0,21.0,15.0,28.0,19.0,44,36,44,124,132,104.0,34.01805166511049,0
6.0,0.0,5.0,7.0,4.0,0.0,1.33,0.5,0.5,0.0,1.33,0.75,17.0,17.0,24.0,23.0,18.0,52,36,46,140,150,120.0,59.772798008092124,1
8.0,8.0,8.0,9.0,6.0,5.0,1.33,0.25,3.0,4.0,3.33,2.75,20.0,24.0,21.0,10.0,30.0,44,46,46,134,134,105.0,40.22331154684096,1
6.0,5.0,8.0,9.0,6.0,1.0,0.33,0.5,3.0,3.0,2.67,3.0,21.0,24.0,21.0,12.0,24.0,46,44,46,136,138,109.0,45.49097416744476,1
2.0,0.0,2.0,7.0,0.0,1.0,0.0,0.5,0.0,0.5,0.33,0.5,18.0,17.0,19.0,23.0,19.0,44,36,46,124,134,104.0,34.99844382197324,0
3.0,0.0,5.0,7.0,2.0,0.0,-0.67,0.5,0.0,1.5,0.0,0.25,21.0,17.0,19.0,20.0,16.0,46,36,46,128,138,108.0,41.192032368502964,1
